File accession,File format,Output type,Experiment accession,Assay,Biosample term id,Biosample term name,Biosample type,Biosample organism,Biosample treatments,Biosample treatments amount,Biosample treatments duration,Experiment target,Library made from,Library depleted in,Library extraction method,Library lysis method,Library crosslinking method,Library strand specific,Experiment date released,Project,RBNS protein concentration,Library fragmentation method,Library size range,Biological replicate(s),Technical replicate,Read length,Mapped read length,Run type,Paired end,Paired with,Derived from,Size,Lab,md5sum,dbxrefs,File download URL,Assembly,Platform,Controlled by,File Status,Audit WARNING,Audit INTERNAL_ACTION,Audit NOT_COMPLIANT,Audit ERROR
ENCFF869DDJ,bed bedMethyl,methylation state at CHH,ENCSR334GBD,whole-genome shotgun bisulfite sequencing,UBERON:0002107,liver,tissue,Mus musculus,,,,,DNA,,,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,3/14/16,ENCODE,,,,2,,,,,,,"ENCFF287XKT, ENCFF476ZJG, ENCFF727ZMU",7732456801,ENCODE Processing Pipeline,4acbd74bf2658c3d9322db5951f5e997,,https://www.encodeproject.org/files/ENCFF869DDJ/@@download/ENCFF869DDJ.bed.gz,mm10,,,released,,,,
ENCFF312AJC,bed bedMethyl,methylation state at CHG,ENCSR334GBD,whole-genome shotgun bisulfite sequencing,UBERON:0002107,liver,tissue,Mus musculus,,,,,DNA,,,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,3/14/16,ENCODE,,,,2,,,,,,,"ENCFF287XKT, ENCFF476ZJG, ENCFF727ZMU",2404819534,ENCODE Processing Pipeline,8fae560de581054b06eb2751f160a143,,https://www.encodeproject.org/files/ENCFF312AJC/@@download/ENCFF312AJC.bed.gz,mm10,,,released,,,,
ENCFF368QJJ,bed bedMethyl,methylation state at CHG,ENCSR334GBD,whole-genome shotgun bisulfite sequencing,UBERON:0002107,liver,tissue,Mus musculus,,,,,DNA,,,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,3/14/16,ENCODE,,,,1,,,,,,,"ENCFF048XDY, ENCFF387YEA, ENCFF476ZJG",2397488327,ENCODE Processing Pipeline,b45c46b612278659ae543e442de4ee2c,,https://www.encodeproject.org/files/ENCFF368QJJ/@@download/ENCFF368QJJ.bed.gz,mm10,,,released,,,,
ENCFF624JYN,bed bedMethyl,methylation state at CpG,ENCSR334GBD,whole-genome shotgun bisulfite sequencing,UBERON:0002107,liver,tissue,Mus musculus,,,,,DNA,,,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,3/14/16,ENCODE,,,,1,,,,,,,"ENCFF048XDY, ENCFF387YEA, ENCFF476ZJG",503811081,ENCODE Processing Pipeline,e0aac029291b4d66c6f7444bd44020c4,,https://www.encodeproject.org/files/ENCFF624JYN/@@download/ENCFF624JYN.bed.gz,mm10,,,released,,,,
ENCFF001TLG,bed bedMethyl,methylation state at CpG,ENCSR000DDO,RRBS,EFO:0001099,Caco-2,cell line,Homo sapiens,,,,,DNA,,see document,see document,,FALSE,9/30/11,ENCODE,,,,1,1,,,,,,ENCFF000LXO,17844662,"Richard Myers, HAIB",d0746a6263e2cda1555c59d5b72218b0,,https://www.encodeproject.org/files/ENCFF001TLG/@@download/ENCFF001TLG.bed.gz,hg19,,,released,,biological replicates with identical biosample,,
ENCFF001TLH,bed bedMethyl,methylation state at CpG,ENCSR000DDO,RRBS,EFO:0001099,Caco-2,cell line,Homo sapiens,,,,,DNA,,see document,see document,,FALSE,9/30/11,ENCODE,,,,2,1,,,,,,ENCFF000LXS,16191588,"Richard Myers, HAIB",6fbc210c924f71d52259657032eafa82,,https://www.encodeproject.org/files/ENCFF001TLH/@@download/ENCFF001TLH.bed.gz,hg19,,,released,,biological replicates with identical biosample,,
ENCFF001TPI,bed bedMethyl,methylation state at CpG,ENCSR000DDW,RRBS,EFO:0005912,hTERT-HM,cell line,Homo sapiens,,,,,DNA,,see document,see document,,FALSE,9/30/11,ENCODE,,,,1,1,,,,,,ENCFF000MIZ,17554383,"Richard Myers, HAIB",276b10ac99f86ab6ec91fa48223dcfb2,,https://www.encodeproject.org/files/ENCFF001TPI/@@download/ENCFF001TPI.bed.gz,hg19,,,released,,biological replicates with identical biosample,,
ENCFF001TPJ,bed bedMethyl,methylation state at CpG,ENCSR000DDW,RRBS,EFO:0005912,hTERT-HM,cell line,Homo sapiens,,,,,DNA,,see document,see document,,FALSE,9/30/11,ENCODE,,,,2,1,,,,,,ENCFF000MJA,16166982,"Richard Myers, HAIB",94ab51e0c61052e2c52a68a6b8ca6137,,https://www.encodeproject.org/files/ENCFF001TPJ/@@download/ENCFF001TPJ.bed.gz,hg19,,,released,,biological replicates with identical biosample,,
ENCFF723SRT,bed bedMethyl,methylation state at CHG,ENCSR254OTS,whole-genome shotgun bisulfite sequencing,UBERON:0002101,limb,tissue,Mus musculus,,,,,DNA,,,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,3/14/16,ENCODE,,,,1,,,,,,,"ENCFF433CXS, ENCFF476ZJG, ENCFF664YKB",2422578633,ENCODE Processing Pipeline,8fc2f90963dfef6f4470c8287939c30d,,https://www.encodeproject.org/files/ENCFF723SRT/@@download/ENCFF723SRT.bed.gz,mm10,,,released,,,,
ENCFF103DRR,bed bedMethyl,methylation state at CpG,ENCSR254OTS,whole-genome shotgun bisulfite sequencing,UBERON:0002101,limb,tissue,Mus musculus,,,,,DNA,,,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,3/14/16,ENCODE,,,,1,,,,,,,"ENCFF433CXS, ENCFF476ZJG, ENCFF664YKB",502942019,ENCODE Processing Pipeline,717ff3bd705f43fd119636dcd24acd64,,https://www.encodeproject.org/files/ENCFF103DRR/@@download/ENCFF103DRR.bed.gz,mm10,,,released,,,,
ENCFF116OZB,bed bedMethyl,methylation state at CHH,ENCSR254OTS,whole-genome shotgun bisulfite sequencing,UBERON:0002101,limb,tissue,Mus musculus,,,,,DNA,,,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,3/14/16,ENCODE,,,,1,,,,,,,"ENCFF433CXS, ENCFF476ZJG, ENCFF664YKB",7803726339,ENCODE Processing Pipeline,4fe660a91b267e798e864881538ba34b,,https://www.encodeproject.org/files/ENCFF116OZB/@@download/ENCFF116OZB.bed.gz,mm10,,,released,,,,
ENCFF221AHX,bed bedMethyl,methylation state at CHG,ENCSR254OTS,whole-genome shotgun bisulfite sequencing,UBERON:0002101,limb,tissue,Mus musculus,,,,,DNA,,,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,3/14/16,ENCODE,,,,2,,,,,,,"ENCFF065QLN, ENCFF329JYU, ENCFF476ZJG",2419241491,ENCODE Processing Pipeline,c599497aca4c76e27c2565900c8d926f,,https://www.encodeproject.org/files/ENCFF221AHX/@@download/ENCFF221AHX.bed.gz,mm10,,,released,,,,
ENCFF944MOE,bed bedMethyl,methylation state at CHH,ENCSR254OTS,whole-genome shotgun bisulfite sequencing,UBERON:0002101,limb,tissue,Mus musculus,,,,,DNA,,,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,3/14/16,ENCODE,,,,2,,,,,,,"ENCFF065QLN, ENCFF329JYU, ENCFF476ZJG",7791979540,ENCODE Processing Pipeline,caee7929eddf94bca852eb5e6e198f46,,https://www.encodeproject.org/files/ENCFF944MOE/@@download/ENCFF944MOE.bed.gz,mm10,,,released,,,,
ENCFF080DSY,bed bedMethyl,methylation state at CpG,ENCSR254OTS,whole-genome shotgun bisulfite sequencing,UBERON:0002101,limb,tissue,Mus musculus,,,,,DNA,,,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,3/14/16,ENCODE,,,,2,,,,,,,"ENCFF065QLN, ENCFF329JYU, ENCFF476ZJG",502070476,ENCODE Processing Pipeline,e5554f95c55393c8254e039e8c2d0a03,,https://www.encodeproject.org/files/ENCFF080DSY/@@download/ENCFF080DSY.bed.gz,mm10,,,released,,,,
ENCFF163CYY,bed bedMethyl,methylation state at CHG,ENCSR953WFU,whole-genome shotgun bisulfite sequencing,UBERON:0000945,stomach,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,12/17/14,ENCODE,,,,1,,,,,,,"ENCFF176ACN, ENCFF476ZJG, ENCFF798ZTK",2528736080,ENCODE Processing Pipeline,8074c07231d73ad8d1feae7c39b68d46,,https://www.encodeproject.org/files/ENCFF163CYY/@@download/ENCFF163CYY.bed.gz,mm10,,,released,,,,
ENCFF532SZJ,bed bedMethyl,methylation state at CpG,ENCSR953WFU,whole-genome shotgun bisulfite sequencing,UBERON:0000945,stomach,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,12/17/14,ENCODE,,,,1,,,,,,,"ENCFF176ACN, ENCFF476ZJG, ENCFF798ZTK",533529202,ENCODE Processing Pipeline,11fb55467d61557405a8b1309906c6b2,,https://www.encodeproject.org/files/ENCFF532SZJ/@@download/ENCFF532SZJ.bed.gz,mm10,,,released,,,,
ENCFF260QXS,bed bedMethyl,methylation state at CHH,ENCSR953WFU,whole-genome shotgun bisulfite sequencing,UBERON:0000945,stomach,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,12/17/14,ENCODE,,,,1,,,,,,,"ENCFF176ACN, ENCFF476ZJG, ENCFF798ZTK",8224675848,ENCODE Processing Pipeline,29258012d56542de293eddce5b2c6308,,https://www.encodeproject.org/files/ENCFF260QXS/@@download/ENCFF260QXS.bed.gz,mm10,,,released,,,,
ENCFF230NVJ,bed bedMethyl,methylation state at CHG,ENCSR953WFU,whole-genome shotgun bisulfite sequencing,UBERON:0000945,stomach,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,12/17/14,ENCODE,,,,2,,,,,,,"ENCFF187DHC, ENCFF476ZJG, ENCFF845OWV",2507154315,ENCODE Processing Pipeline,e995d13f564e9407b4aa6480b2b090c2,,https://www.encodeproject.org/files/ENCFF230NVJ/@@download/ENCFF230NVJ.bed.gz,mm10,,,released,,,,
ENCFF803ATF,bed bedMethyl,methylation state at CpG,ENCSR953WFU,whole-genome shotgun bisulfite sequencing,UBERON:0000945,stomach,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,12/17/14,ENCODE,,,,2,,,,,,,"ENCFF187DHC, ENCFF476ZJG, ENCFF845OWV",527965646,ENCODE Processing Pipeline,8ae8f1b8fb29d9749e6343959adfdc52,,https://www.encodeproject.org/files/ENCFF803ATF/@@download/ENCFF803ATF.bed.gz,mm10,,,released,,,,
ENCFF659YFO,bed bedMethyl,methylation state at CHH,ENCSR953WFU,whole-genome shotgun bisulfite sequencing,UBERON:0000945,stomach,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,12/17/14,ENCODE,,,,2,,,,,,,"ENCFF187DHC, ENCFF476ZJG, ENCFF845OWV",8154669248,ENCODE Processing Pipeline,fc131e8d9915c66154a253124bceb8fb,,https://www.encodeproject.org/files/ENCFF659YFO/@@download/ENCFF659YFO.bed.gz,mm10,,,released,,,,
ENCFF367TSY,bed bedMethyl,methylation state at CHG,ENCSR050EXR,whole-genome shotgun bisulfite sequencing,UBERON:0000948,heart,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,12/17/14,ENCODE,,,,1,,,,,,,"ENCFF269HVG, ENCFF476ZJG, ENCFF700HNC",2503306669,ENCODE Processing Pipeline,77004ad7cfa1c5282233b4ce795347fe,,https://www.encodeproject.org/files/ENCFF367TSY/@@download/ENCFF367TSY.bed.gz,mm10,,,released,,,,
ENCFF574RDQ,bed bedMethyl,methylation state at CpG,ENCSR050EXR,whole-genome shotgun bisulfite sequencing,UBERON:0000948,heart,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,12/17/14,ENCODE,,,,1,,,,,,,"ENCFF269HVG, ENCFF476ZJG, ENCFF700HNC",528256423,ENCODE Processing Pipeline,9788f83e6181dcc791928d112001d5d0,,https://www.encodeproject.org/files/ENCFF574RDQ/@@download/ENCFF574RDQ.bed.gz,mm10,,,released,,,,
ENCFF942RGX,bed bedMethyl,methylation state at CHH,ENCSR050EXR,whole-genome shotgun bisulfite sequencing,UBERON:0000948,heart,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,12/17/14,ENCODE,,,,1,,,,,,,"ENCFF269HVG, ENCFF476ZJG, ENCFF700HNC",8134948947,ENCODE Processing Pipeline,749345f0f7cf0ba4c710a58982783041,,https://www.encodeproject.org/files/ENCFF942RGX/@@download/ENCFF942RGX.bed.gz,mm10,,,released,,,,
ENCFF171RUF,bed bedMethyl,methylation state at CHG,ENCSR050EXR,whole-genome shotgun bisulfite sequencing,UBERON:0000948,heart,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,12/17/14,ENCODE,,,,2,,,,,,,"ENCFF445CJK, ENCFF476ZJG, ENCFF765ZOL",2495452781,ENCODE Processing Pipeline,fad27e9a6b98bfef9e6586914d7ea1c6,,https://www.encodeproject.org/files/ENCFF171RUF/@@download/ENCFF171RUF.bed.gz,mm10,,,released,,,,
ENCFF633ZDN,bed bedMethyl,methylation state at CpG,ENCSR050EXR,whole-genome shotgun bisulfite sequencing,UBERON:0000948,heart,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,12/17/14,ENCODE,,,,2,,,,,,,"ENCFF445CJK, ENCFF476ZJG, ENCFF765ZOL",525570810,ENCODE Processing Pipeline,13707210b70257367dcc77f213fb75e4,,https://www.encodeproject.org/files/ENCFF633ZDN/@@download/ENCFF633ZDN.bed.gz,mm10,,,released,,,,
ENCFF908XGD,bed bedMethyl,methylation state at CHH,ENCSR050EXR,whole-genome shotgun bisulfite sequencing,UBERON:0000948,heart,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,12/17/14,ENCODE,,,,2,,,,,,,"ENCFF445CJK, ENCFF476ZJG, ENCFF765ZOL",8099440902,ENCODE Processing Pipeline,e11820bb2f6e8b3f334c0b26c6947d0f,,https://www.encodeproject.org/files/ENCFF908XGD/@@download/ENCFF908XGD.bed.gz,mm10,,,released,,,,
ENCFF698PML,bed bedMethyl,methylation state at CHG,ENCSR265OMO,whole-genome shotgun bisulfite sequencing,UBERON:0000948,heart,tissue,Mus musculus,,,,,DNA,,,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/23/15,ENCODE,,,,1,,,,,,,"ENCFF287JMM, ENCFF476ZJG, ENCFF981DOQ",2386309545,ENCODE Processing Pipeline,2681180023062fe4dba7326e3ae6d6e5,,https://www.encodeproject.org/files/ENCFF698PML/@@download/ENCFF698PML.bed.gz,mm10,,,released,,,,
ENCFF966QQO,bed bedMethyl,methylation state at CHH,ENCSR265OMO,whole-genome shotgun bisulfite sequencing,UBERON:0000948,heart,tissue,Mus musculus,,,,,DNA,,,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/23/15,ENCODE,,,,1,,,,,,,"ENCFF287JMM, ENCFF476ZJG, ENCFF981DOQ",7692581513,ENCODE Processing Pipeline,d30efcb335615cf547551a8bba7e695a,,https://www.encodeproject.org/files/ENCFF966QQO/@@download/ENCFF966QQO.bed.gz,mm10,,,released,,,,
ENCFF951TJQ,bed bedMethyl,methylation state at CpG,ENCSR265OMO,whole-genome shotgun bisulfite sequencing,UBERON:0000948,heart,tissue,Mus musculus,,,,,DNA,,,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/23/15,ENCODE,,,,1,,,,,,,"ENCFF287JMM, ENCFF476ZJG, ENCFF981DOQ",498909405,ENCODE Processing Pipeline,5c6d03ee34eb5264a2236a80bbe35441,,https://www.encodeproject.org/files/ENCFF951TJQ/@@download/ENCFF951TJQ.bed.gz,mm10,,,released,,,,
ENCFF116FND,bed bedMethyl,methylation state at CHG,ENCSR265OMO,whole-genome shotgun bisulfite sequencing,UBERON:0000948,heart,tissue,Mus musculus,,,,,DNA,,,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/23/15,ENCODE,,,,2,,,,,,,"ENCFF331IVD, ENCFF476ZJG, ENCFF793AYV",2407980464,ENCODE Processing Pipeline,d080bb473d673771676b28f670342d49,,https://www.encodeproject.org/files/ENCFF116FND/@@download/ENCFF116FND.bed.gz,mm10,,,released,,,,
ENCFF963WCA,bed bedMethyl,methylation state at CpG,ENCSR265OMO,whole-genome shotgun bisulfite sequencing,UBERON:0000948,heart,tissue,Mus musculus,,,,,DNA,,,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/23/15,ENCODE,,,,2,,,,,,,"ENCFF331IVD, ENCFF476ZJG, ENCFF793AYV",505098105,ENCODE Processing Pipeline,5924039f5da866974a76a1254abe67a1,,https://www.encodeproject.org/files/ENCFF963WCA/@@download/ENCFF963WCA.bed.gz,mm10,,,released,,,,
ENCFF050DUZ,bed bedMethyl,methylation state at CHH,ENCSR265OMO,whole-genome shotgun bisulfite sequencing,UBERON:0000948,heart,tissue,Mus musculus,,,,,DNA,,,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/23/15,ENCODE,,,,2,,,,,,,"ENCFF331IVD, ENCFF476ZJG, ENCFF793AYV",7775923695,ENCODE Processing Pipeline,d5bc759cb040bc8c87e1a00120fd715e,,https://www.encodeproject.org/files/ENCFF050DUZ/@@download/ENCFF050DUZ.bed.gz,mm10,,,released,,,,
ENCFF913ECQ,bed bedMethyl,methylation state at CpG,ENCSR000DDF,RRBS,EFO:0001203,MCF-7,cell line,Homo sapiens,,,,,DNA,,see document,see document,,FALSE,7/30/12,ENCODE,,,,1,1,,,,,,ENCFF000MIA,15962126,ENCODE Consortium,a6f8df17dc9c2e752bff3b68baebc42a,,https://www.encodeproject.org/files/ENCFF913ECQ/@@download/ENCFF913ECQ.bed.gz,hg19,,,released,,biological replicates with identical biosample,,
ENCFF913RCQ,bed bedMethyl,methylation state at CpG,ENCSR000DDF,RRBS,EFO:0001203,MCF-7,cell line,Homo sapiens,,,,,DNA,,see document,see document,,FALSE,7/30/12,ENCODE,,,,2,1,,,,,,ENCFF000MIK,16935565,ENCODE Consortium,3ed0a6123e96cfe71ea603c34e4abcc0,,https://www.encodeproject.org/files/ENCFF913RCQ/@@download/ENCFF913RCQ.bed.gz,hg19,,,released,,biological replicates with identical biosample,,
ENCFF722PJA,bed bedMethyl,methylation state at CHG,ENCSR993XPD,whole-genome shotgun bisulfite sequencing,UBERON:0012314,embryonic facial prominence,tissue,Mus musculus,,,,,DNA,,,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,10/28/16,ENCODE,,,,1,,,,,,,"ENCFF284DUI, ENCFF476ZJG, ENCFF860TJI",2520692289,ENCODE Processing Pipeline,b8ff3dcdbb327978586210cd1727ec32,,https://www.encodeproject.org/files/ENCFF722PJA/@@download/ENCFF722PJA.bed.gz,mm10,,,released,,,,
ENCFF886MNA,bed bedMethyl,methylation state at CpG,ENCSR993XPD,whole-genome shotgun bisulfite sequencing,UBERON:0012314,embryonic facial prominence,tissue,Mus musculus,,,,,DNA,,,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,10/28/16,ENCODE,,,,1,,,,,,,"ENCFF284DUI, ENCFF476ZJG, ENCFF860TJI",527515476,ENCODE Processing Pipeline,e65df889d561e0f843cf4ae24ff53196,,https://www.encodeproject.org/files/ENCFF886MNA/@@download/ENCFF886MNA.bed.gz,mm10,,,released,,,,
ENCFF006QDP,bed bedMethyl,methylation state at CHH,ENCSR993XPD,whole-genome shotgun bisulfite sequencing,UBERON:0012314,embryonic facial prominence,tissue,Mus musculus,,,,,DNA,,,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,10/28/16,ENCODE,,,,1,,,,,,,"ENCFF284DUI, ENCFF476ZJG, ENCFF860TJI",8196206011,ENCODE Processing Pipeline,18940c5e0ff68aada300c3eb4593d050,,https://www.encodeproject.org/files/ENCFF006QDP/@@download/ENCFF006QDP.bed.gz,mm10,,,released,,,,
ENCFF198NON,bed bedMethyl,methylation state at CHG,ENCSR993XPD,whole-genome shotgun bisulfite sequencing,UBERON:0012314,embryonic facial prominence,tissue,Mus musculus,,,,,DNA,,,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,10/28/16,ENCODE,,,,2,,,,,,,"ENCFF452PBI, ENCFF476ZJG, ENCFF987MEA",2421720889,ENCODE Processing Pipeline,2513370dbc0ea5c75ce62fa1acd417c5,,https://www.encodeproject.org/files/ENCFF198NON/@@download/ENCFF198NON.bed.gz,mm10,,,released,,,,
ENCFF095VLL,bed bedMethyl,methylation state at CpG,ENCSR993XPD,whole-genome shotgun bisulfite sequencing,UBERON:0012314,embryonic facial prominence,tissue,Mus musculus,,,,,DNA,,,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,10/28/16,ENCODE,,,,2,,,,,,,"ENCFF452PBI, ENCFF476ZJG, ENCFF987MEA",502228799,ENCODE Processing Pipeline,0fb5f541afe8b0e4a7785136a16a1fe4,,https://www.encodeproject.org/files/ENCFF095VLL/@@download/ENCFF095VLL.bed.gz,mm10,,,released,,,,
ENCFF050FNM,bed bedMethyl,methylation state at CHH,ENCSR993XPD,whole-genome shotgun bisulfite sequencing,UBERON:0012314,embryonic facial prominence,tissue,Mus musculus,,,,,DNA,,,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,10/28/16,ENCODE,,,,2,,,,,,,"ENCFF452PBI, ENCFF476ZJG, ENCFF987MEA",7810911619,ENCODE Processing Pipeline,d712915f7004d879658d715e943b69ad,,https://www.encodeproject.org/files/ENCFF050FNM/@@download/ENCFF050FNM.bed.gz,mm10,,,released,,,,
ENCFF001TKK,bed bedMethyl,methylation state at CpG,ENCSR000DEK,RRBS,UBERON:0001264,pancreas,tissue,Homo sapiens,,,,,DNA,,see document,see document,,FALSE,9/30/11,ENCODE,,,,1,1,,,,,,ENCFF000LVU,17858200,"Richard Myers, HAIB",ccd907952c99557f229342afc315a594,,https://www.encodeproject.org/files/ENCFF001TKK/@@download/ENCFF001TKK.bed.gz,hg19,,,released,,biological replicates with identical biosample,,
ENCFF001TKL,bed bedMethyl,methylation state at CpG,ENCSR000DEK,RRBS,UBERON:0001264,pancreas,tissue,Homo sapiens,,,,,DNA,,see document,see document,,FALSE,9/30/11,ENCODE,,,,2,1,,,,,,ENCFF000LVW,22991426,"Richard Myers, HAIB",1dcde46ba4d8754d4e7d78a2c0b3814f,,https://www.encodeproject.org/files/ENCFF001TKL/@@download/ENCFF001TKL.bed.gz,hg19,,,released,,biological replicates with identical biosample,,
ENCFF001TKU,bed bedMethyl,methylation state at CpG,ENCSR000DEF,RRBS,UBERON:0000014,zone of skin,tissue,Homo sapiens,,,,,DNA,,see document,see document,,FALSE,9/30/11,ENCODE,,,,1,1,,,,,,ENCFF000LWO,16463307,"Richard Myers, HAIB",f4c3b0117260b2cbc9826f79a338a870,,https://www.encodeproject.org/files/ENCFF001TKU/@@download/ENCFF001TKU.bed.gz,hg19,,,released,,biological replicates with identical biosample,,
ENCFF001TKV,bed bedMethyl,methylation state at CpG,ENCSR000DEF,RRBS,UBERON:0000014,zone of skin,tissue,Homo sapiens,,,,,DNA,,see document,see document,,FALSE,9/30/11,ENCODE,,,,2,1,,,,,,ENCFF000LWP,19502790,"Richard Myers, HAIB",ca2d72a8be914257828c4e0e4874dd81,,https://www.encodeproject.org/files/ENCFF001TKV/@@download/ENCFF001TKV.bed.gz,hg19,,,released,,biological replicates with identical biosample,,
ENCFF001TMQ,bed bedMethyl,methylation state at CpG,ENCSR794HFF,RRBS,EFO:0001182,HEK293,cell line,Homo sapiens,,,,,DNA,,see document,see document,,FALSE,12/15/10,ENCODE,,,,1,1,,,,,,ENCFF000MBV,16884832,"Richard Myers, HAIB",c3a80da7526c593f48c3420f40e00826,,https://www.encodeproject.org/files/ENCFF001TMQ/@@download/ENCFF001TMQ.bed.gz,hg19,,,released,,biological replicates with identical biosample,,
ENCFF001TMR,bed bedMethyl,methylation state at CpG,ENCSR794HFF,RRBS,EFO:0001182,HEK293,cell line,Homo sapiens,,,,,DNA,,see document,see document,,FALSE,12/15/10,ENCODE,,,,2,1,,,,,,ENCFF000MBM,15550328,"Richard Myers, HAIB",03e2ff05e30d69d3505e3f9a5df60a06,,https://www.encodeproject.org/files/ENCFF001TMR/@@download/ENCFF001TMR.bed.gz,hg19,,,released,,biological replicates with identical biosample,,
ENCFF519VEW,bed bedMethyl,methylation state at CHG,ENCSR258MDR,whole-genome shotgun bisulfite sequencing,UBERON:0000948,heart,tissue,Mus musculus,,,,,DNA,,,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,5/4/16,ENCODE,,,,1,,,,,,,"ENCFF100BVK, ENCFF123KWN, ENCFF476ZJG",2437935267,ENCODE Processing Pipeline,ab0cd4117361f090f9b24bfff5b23629,,https://www.encodeproject.org/files/ENCFF519VEW/@@download/ENCFF519VEW.bed.gz,mm10,,,released,,,,
ENCFF816XTJ,bed bedMethyl,methylation state at CpG,ENCSR258MDR,whole-genome shotgun bisulfite sequencing,UBERON:0000948,heart,tissue,Mus musculus,,,,,DNA,,,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,5/4/16,ENCODE,,,,1,,,,,,,"ENCFF100BVK, ENCFF123KWN, ENCFF476ZJG",513658390,ENCODE Processing Pipeline,d9d7e643338cea7eabccdb51f6a7c9e7,,https://www.encodeproject.org/files/ENCFF816XTJ/@@download/ENCFF816XTJ.bed.gz,mm10,,,released,,,,
ENCFF792LFL,bed bedMethyl,methylation state at CHH,ENCSR258MDR,whole-genome shotgun bisulfite sequencing,UBERON:0000948,heart,tissue,Mus musculus,,,,,DNA,,,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,5/4/16,ENCODE,,,,1,,,,,,,"ENCFF100BVK, ENCFF123KWN, ENCFF476ZJG",7872284500,ENCODE Processing Pipeline,16c3412ecb59edaf2151327fdf195a30,,https://www.encodeproject.org/files/ENCFF792LFL/@@download/ENCFF792LFL.bed.gz,mm10,,,released,,,,
ENCFF002TAP,bed bedMethyl,methylation state at CHG,ENCSR258MDR,whole-genome shotgun bisulfite sequencing,UBERON:0000948,heart,tissue,Mus musculus,,,,,DNA,,,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,5/4/16,ENCODE,,,,2,,,,,,,"ENCFF179XTG, ENCFF310XMA, ENCFF476ZJG",2400663485,ENCODE Processing Pipeline,e6642ff91226dae36075246de54d3762,,https://www.encodeproject.org/files/ENCFF002TAP/@@download/ENCFF002TAP.bed.gz,mm10,,,released,,,,
